Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2018-07-22 19:00,7493.03,7533.41,7493.03,7508.51,75.79,569715.5,7516.55
2018-07-22 20:00,7508.57,7535,7501.19,7520.01,237.26,1784881.96,7523.05
2018-07-22 21:00,7523.21,7546.99,7515.97,7520,230.22,1734329.47,7533.36
2018-07-22 22:00,7522.36,7581.03,7338.91,7365.92,968.69,7187218.03,7419.5
2018-07-22 23:00,7375.99,7423.2,7340.23,7406.09,308.61,2278158.96,7382.01
2018-07-23 00:00,7402.32,7413.97,7376.32,7396.6,224.23,1658642.03,7397.22
2018-07-23 01:00,7393.5,7474.01,7369.86,7465.43,609.63,4524224.24,7421.22
2018-07-23 02:00,7465.68,7520,7448.82,7518.64,217.97,1631448.96,7484.83
2018-07-23 03:00,7518.64,7673,7511.86,7637.22,1669.28,12700066.1,7608.1
2018-07-23 04:00,7637.22,7648.99,7606.21,7629.49,210.54,1605740.75,7626.65
2018-07-23 05:00,7626.27,7707.68,7623.62,7679.95,691.15,5300988.05,7669.82
2018-07-23 06:00,7675.71,7678.69,7628.58,7649.09,221.08,1691646.71,7651.58
2018-07-23 07:00,7649.99,7703.83,7644.1,7680,456.85,3505971.91,7674.28
2018-07-23 08:00,7679.99,7786.92,7647.99,7749.51,1135.38,8779071.84,7732.31
2018-07-23 09:00,7749.51,7761.93,7678.7,7710.6,494.54,3814472.79,7713.17
2018-07-23 10:00,7711.42,7721.77,7666.59,7711.08,385.52,2967772.35,7698.16
2018-07-23 11:00,7716.81,7717.2,7670,7692.32,269.5,2072539.69,7690.35
2018-07-23 12:00,7692.46,7711.99,7644.14,7683.28,373.01,2865394.65,7681.87
2018-07-23 13:00,7683.28,7716.81,7660,7699.99,223.22,1715839.95,7686.8
2018-07-23 14:00,7699.99,7728.86,7695.74,7716.09,438.37,3380900.33,7712.35
2018-07-23 15:00,7716.09,7721.77,7680.51,7694.43,442.38,3409098.97,7706.21
2018-07-23 16:00,7694.56,7740,7687.49,7716.45,828.8,6400465.69,7722.55
2018-07-23 17:00,7719.99,7740,7701.99,7733.59,592.3,4577037.35,7727.58
2018-07-23 18:00,7733.59,7749,7707.39,7728.37,324.45,2505429.39,7722.16
2018-07-23 19:00,7727.4,7800,7638.03,7735.53,1396.32,10800309.53,7734.86
2018-07-23 20:00,7736.08,7800,7724.5,7744.19,514.3,3993228.42,7764.46
2018-07-23 21:00,7746.99,7763.59,7690.16,7706,237.63,1836633.86,7729.06
2018-07-23 22:00,7699.13,7759.99,7690.5,7750.09,63.31,489000.25,7724.3
2018-07-23 23:00,7754.57,7777,7715.45,7722.32,280.46,2173424.81,7749.63
2018-07-24 00:00,7722.95,7730.61,7690.17,7719.62,496.48,3830571.66,7715.44
2018-07-24 01:00,7712.46,7727.7,7691.14,7723.22,163.99,1264085.79,7708.5
